train_loss,train_acc,val_loss,val_acc,TP,TN,FP,FN
1.0851721512643915,0.45935727788279773,1.0716935951291149,0.5468451242829828,247,287,205,129
1.0629212802514099,0.55765595463138,1.0536799540046518,0.5449330783938815,268,262,219,109
1.0443361899010222,0.5671077504725898,1.0368771152641938,0.5573613766730402,271,273,210,105
1.0272938434342693,0.5916824196597353,1.0290795246153388,0.5258126195028681,283,226,230,89
1.0149205716929042,0.6077504725897921,1.0217099954153746,0.5372848948374761,276,245,204,96
1.0049804458044524,0.5973534971644613,1.0163329612207777,0.5382409177820268,274,248,197,98
0.997967827588992,0.6049149338374291,1.0134695504457896,0.5344168260038241,274,244,199,98
0.9959649107509986,0.6143667296786389,1.0120101812231632,0.5296367112810707,274,239,199,98
0.9911162871167176,0.6181474480151229,1.0109357761062738,0.5296367112810707,272,241,197,100
0.9906526723302397,0.6172022684310019,1.010634444142116,0.5305927342256214,272,242,196,100
