index,img_path,skin_color,lip_color,eye_color,hair,hair_color,gender,earring,smile,frontal_face,style
0,../cv_learning/FS2K/train/photo/photo1_image0110.png,"[163, 139]","[156.97750511247443, 82.51124744376278, 79.0]","[118.65178571428571, 72.25892857142857, 69.59821428571429]",0,2,0,1,1,1,0
1,../cv_learning/FS2K/train/photo/photo1_image0111.png,"[155, 135]","[179.48856209150327, 102.2124183006536, 106.55392156862744]","[115.44274809160305, 95.83206106870229, 89.0381679389313]",0,4,1,1,0,0,0
2,../cv_learning/FS2K/train/photo/photo1_image0112.png,"[164, 132]","[138.53930817610063, 70.85377358490567, 81.38522012578616]","[77.84615384615384, 62.62637362637363, 55.879120879120876]",0,4,1,1,0,0,0
3,../cv_learning/FS2K/train/photo/photo1_image0113.png,"[154, 133]","[163.52952029520296, 94.94280442804428, 89.17343173431735]","[100.77862595419847, 95.0381679389313, 93.94656488549619]",0,0,1,1,1,0,0
4,../cv_learning/FS2K/train/photo/photo1_image0114.png,"[159, 132]","[160.71651090342678, 101.51713395638629, 88.14018691588785]","[87.36, 59.19, 46.4]",1,3,0,1,1,0,0
5,../cv_learning/FS2K/train/photo/photo1_image0116.png,"[154, 135]","[153.07566204287517, 96.5359394703657, 97.08701134930644]","[86.12173913043478, 62.47826086956522, 54.06086956521739]",0,1,0,1,0,0,0
6,../cv_learning/FS2K/train/photo/photo1_image0120.png,"[152, 131]","[145.41442542787286, 92.42298288508557, 85.94987775061125]","[66.88505747126437, 45.91954022988506, 40.67816091954023]",1,3,0,0,0,0,0
7,../cv_learning/FS2K/train/photo/photo1_image0121.png,"[154, 137]","[168.38666666666666, 137.87428571428572, 127.90095238095238]","[109.27722772277228, 89.93069306930693, 85.00990099009901]",0,4,0,1,0,0,0
8,../cv_learning/FS2K/train/photo/photo1_image0122.png,"[156, 135]","[126.2530612244898, 80.19863945578231, 61.90884353741497]","[81.59322033898304, 58.80508474576271, 38.92372881355932]",0,1,0,1,1,0,0
9,../cv_learning/FS2K/train/photo/photo1_image0123.png,"[153, 133]","[172.40648854961833, 71.96564885496183, 49.61832061068702]","[106.04878048780488, 73.36585365853658, 56.048780487804876]",0,2,1,1,0,0,0
10,../cv_learning/FS2K/train/photo/photo1_image0125.png,"[154, 133]","[91.18945634266886, 50.15321252059308, 41.30313014827018]","[69.26666666666667, 45.557575757575755, 37.56969696969697]",0,0,0,1,1,0,0
11,../cv_learning/FS2K/train/photo/photo1_image0126.png,"[152, 139]","[225.16417910447763, 161.80054274084125, 164.01628222523746]","[152.4891304347826, 126.68478260869566, 122.91304347826087]",0,1,0,1,0,0,0
12,../cv_learning/FS2K/train/photo/photo1_image0127.png,"[158, 135]","[186.58533791523482, 73.29438717067583, 49.98969072164948]","[66.9391891891892, 56.060810810810814, 50.270270270270274]",0,0,1,0,0,0,0
13,../cv_learning/FS2K/train/photo/photo1_image0128.png,"[153, 131]","[131.53811149032992, 82.19567690557452, 73.30602957906711]","[70.44, 48.986666666666665, 42.946666666666665]",0,1,0,1,0,0,0
14,../cv_learning/FS2K/train/photo/photo1_image0129.png,"[154, 135]","[196.5723076923077, 132.91384615384615, 147.56923076923076]","[175.2803738317757, 132.39252336448598, 144.8785046728972]",0,1,0,1,1,0,0
15,../cv_learning/FS2K/train/photo/photo1_image0130.png,"[152, 136]","[180.76073619631902, 84.58895705521472, 84.47699386503068]","[119.070796460177, 82.31858407079646, 79.99115044247787]",0,4,1,0,0,0,0
16,../cv_learning/FS2K/train/photo/photo1_image0131.png,"[155, 136]","[228.47869674185463, 137.18295739348372, 148.40100250626566]","[182.8165137614679, 126.5229357798165, 132.8256880733945]",0,2,0,1,0,0,0
17,../cv_learning/FS2K/train/photo/photo1_image0133.png,"[157, 135]","[132.07853403141362, 62.738219895287955, 49.82198952879581]","[91.8119658119658, 58.034188034188034, 47.98290598290598]",0,1,0,1,0,0,0
18,../cv_learning/FS2K/train/photo/photo1_image0134.png,"[154, 134]","[158.24171539961014, 92.69590643274854, 82.953216374269]","[100.98876404494382, 72.93258426966293, 60.752808988764045]",0,1,1,1,1,0,0
19,../cv_learning/FS2K/train/photo/photo1_image0135.png,"[154, 131]","[161.1392156862745, 104.55490196078432, 101.53333333333333]","[118.91836734693878, 98.12925170068027, 96.17006802721089]",1,3,0,1,1,0,0
20,../cv_learning/FS2K/train/photo/photo1_image0136.png,"[153, 133]","[163.3301282051282, 98.77564102564102, 92.81089743589743]","[115.14876033057851, 84.44628099173553, 76.6198347107438]",0,2,0,1,1,0,0
21,../cv_learning/FS2K/train/photo/photo1_image0137.png,"[161, 134]","[56.37725631768953, 29.0, 25.505415162454874]","[15.787037037037036, 7.888888888888889, 5.277777777777778]",0,1,0,1,0,0,0
22,../cv_learning/FS2K/train/photo/photo1_image0138.png,"[152, 134]","[158.4572953736655, 99.35053380782918, 83.04626334519573]","[84.06896551724138, 61.9080459770115, 53.195402298850574]",0,1,0,1,0,0,0
23,../cv_learning/FS2K/train/photo/photo1_image0139.png,"[153, 132]","[111.28131021194605, 70.35838150289017, 62.74181117533719]","[84.1590909090909, 63.82575757575758, 53.0]",1,3,0,1,1,0,0
24,../cv_learning/FS2K/train/photo/photo1_image0140.png,"[156, 136]","[155.9304964539007, 95.55602836879433, 84.1758865248227]","[144.3, 100.33076923076923, 85.11538461538461]",0,1,0,1,0,0,0
25,../cv_learning/FS2K/train/photo/photo1_image0141.png,"[157, 130]","[171.40193370165747, 94.36878453038673, 76.16850828729282]","[119.98449612403101, 80.82170542635659, 68.06201550387597]",0,1,0,1,0,0,0
26,../cv_learning/FS2K/train/photo/photo1_image0142.png,"[156, 131]","[186.21731123388582, 107.58931860036833, 70.26887661141805]","[94.52272727272727, 48.0, 27.647727272727273]",0,1,0,1,0,0,0
27,../cv_learning/FS2K/train/photo/photo1_image0143.png,"[156, 134]","[134.46758620689656, 94.5296551724138, 89.09931034482759]","[78.49514563106796, 64.89320388349515, 62.80582524271845]",0,1,0,1,0,0,0
28,../cv_learning/FS2K/train/photo/photo1_image0144.png,"[153, 128]","[106.43735224586288, 78.93144208037825, 78.73995271867612]","[97.46060606060605, 92.30909090909091, 88.77575757575758]",0,1,0,1,1,0,0
29,../cv_learning/FS2K/train/photo/photo1_image0145.png,"[159, 140]","[100.134994807892, 61.399792315680166, 49.72689511941849]","[76.02654867256638, 56.2212389380531, 46.95575221238938]",0,1,0,1,0,0,0
30,../cv_learning/FS2K/train/photo/photo1_image0146.png,"[158, 125]","[114.56377079482439, 91.11829944547135, 97.01109057301294]","[91.36601307189542, 80.28104575163398, 79.7124183006536]",0,1,0,1,1,0,0
31,../cv_learning/FS2K/train/photo/photo1_image0147.png,"[156, 135]","[197.5987525987526, 116.43451143451144, 97.29313929313929]","[117.39344262295081, 98.91803278688525, 87.35245901639344]",0,4,1,0,0,0,0
32,../cv_learning/FS2K/train/photo/photo1_image0148.png,"[159, 126]","[162.16216216216216, 89.46486486486486, 76.17567567567568]","[120.37748344370861, 81.36423841059603, 72.03311258278146]",0,1,0,1,1,0,0
33,../cv_learning/FS2K/train/photo/photo1_image0149.png,"[144, 150]","[183.51347881899872, 134.62644415917845, 148.0385109114249]","[66.19852941176471, 61.25735294117647, 81.36029411764706]",0,1,1,0,0,0,0
34,../cv_learning/FS2K/train/photo/photo1_image0150.png,"[153, 136]","[205.1012838801712, 86.28388017118402, 76.11412268188302]","[87.46153846153847, 44.714285714285715, 35.75824175824176]",0,4,1,0,0,0,0
35,../cv_learning/FS2K/train/photo/photo1_image0151.png,"[156, 135]","[162.3048128342246, 90.71122994652407, 78.25935828877006]","[81.32539682539682, 62.46031746031746, 54.34920634920635]",0,1,1,0,0,0,0
36,../cv_learning/FS2K/train/photo/photo1_image0152.png,"[153, 137]","[185.81428571428572, 137.55714285714285, 130.06190476190477]","[134.17582417582418, 119.49450549450549, 115.54945054945055]",0,4,0,1,1,0,0
37,../cv_learning/FS2K/train/photo/photo1_image0153.png,"[154, 134]","[101.3954802259887, 61.139830508474574, 44.46045197740113]","[68.01010101010101, 44.57575757575758, 35.82828282828283]",0,1,0,1,0,0,0
38,../cv_learning/FS2K/train/photo/photo1_image0154.png,"[159, 132]","[192.11854103343464, 135.3161094224924, 121.37993920972644]","[123.1588785046729, 97.03738317757009, 84.59813084112149]",0,0,0,1,0,0,0
39,../cv_learning/FS2K/train/photo/photo1_image0155.png,"[152, 136]","[214.05714285714285, 105.38095238095238, 84.13095238095238]","[134.04895104895104, 92.27972027972028, 79.0979020979021]",0,2,1,1,1,0,0
40,../cv_learning/FS2K/train/photo/photo1_image0156.png,"[156, 131]","[167.2845188284519, 115.19246861924687, 107.31589958158996]","[122.5979381443299, 99.24742268041237, 85.9278350515464]",0,1,0,1,0,0,0
